0.2076,-0.00010163,-0.004251,-0.00050144,0.053696,-0.66858,0.11775,0.02398,-0.0015691,4.3462,1.2304,-1.6061,-0.18071,1.1373
-0.57664,-6.6419e-05,0.0091807,-0.00010316,0.0066707,-0.10083,-0.047704,0.60754,-0.0011412,3.5796,1.2634,-0.76117,0.3355,2.2158
-0.72961,-4.3438e-05,-0.0081528,-0.00028678,0.04926,-0.16962,-0.063254,-0.12294,-0.00096041,3.3787,0.91014,-1.0852,-0.042532,1.2226
0.64436,-5.7351e-05,0.0051719,4.0864e-06,-0.017213,0.26725,-0.5564,0.68646,-0.0001933,1.7453,0.67632,-0.96947,0.2108,1.6478
-3.3425,-0.000227,0.037164,0.00011517,0.0052634,0.90947,-0.097093,0.95274,-3.8162e-05,2.0131,0.4826,-1.3177,-0.035137,1.5704
1.6905,-2.0918e-06,-0.019364,-8.9473e-05,0.014258,-0.35596,-0.06117,-0.41995,-0.0017398,3.2007,1.1027,-0.87583,0.25358,1.8105
-4.0197,-0.00031015,0.046509,-0.00032972,0.047755,-2.0265,-1.0194,1.2332,-0.00026828,1.3322,0.24138,-1.1207,0.39077,2.4996
1.6632,6.5915e-05,-0.015377,0.00019999,-0.025868,0.90841,1.1928,-0.33949,6.8427e-05,5.2327,1.4948,-1.3251,0.041293,1.6789
-2.7557,-0.0002064,0.039015,6.42e-05,0.010539,0.88115,0.71206,-0.48949,0.0016796,6.1599,2.3104,-1.0428,-0.050406,1.0826
-0.18473,2.8771e-05,-0.013784,-6.5532e-06,0.011543,0.11222,-0.14762,0.051801,0.0018004,1.9382,0.67806,-0.54042,0.77066,2.8132
4.0979,0.00016413,-0.034437,0.00035262,-0.060174,1.4309,0.57801,0.22461,-0.0033175,2.1126,0.49013,-1.0883,0.068267,1.19
1.8723,9.6489e-05,-0.007324,0.00034717,-0.038345,0.81081,0.62567,-1.5246,0.0011019,1.2851,0.45,-0.70846,0.24057,1.9179
1.078,0.00017042,-0.035001,0.00025317,-0.014339,-0.71859,-0.58682,0.29053,0.00014013,0.9987,0.26577,-1.0742,0.2391,1.4422
2.5576,0.00020969,-0.035282,0.00013213,-0.034419,0.54729,0.036447,0.77395,-0.00092473,2.4289,0.77789,-1.4026,-0.47582,0.81222
-5.7625,-0.00033956,0.060357,-0.00058272,0.077288,0.012837,-0.95674,0.94833,0.00080369,2.9636,0.9248,-0.85065,0.22203,1.8119
0.040243,8.5743e-05,-0.02471,-5.2307e-05,0.021645,0.31365,0.86037,-0.12304,0.00065322,1.1664,0.34294,-0.8689,0.065675,1.3358
-1.7499,-0.00011179,0.015596,-0.00011294,0.024646,0.00097765,-0.19798,0.52482,-0.0021606,1.6879,0.899,-0.4993,0.31692,4.138
3.1756,0.00017276,-0.036953,0.0004328,-0.043359,0.55811,0.96924,-0.54098,-0.0018434,7.6839,3.7629,-1.2018,-0.089958,1.6362
