2.08E-01,-1.02E-04,-4.25E-03,-5.01E-04,5.37E-02,-6.69E-01,1.18E-01,2.40E-02,-1.57E-03,4.35E+00,1.23E+00,2.53E+00,3.94E+00,5.23E+00
-5.77E-01,-6.64E-05,9.18E-03,-1.03E-04,6.67E-03,-1.01E-01,-4.77E-02,6.08E-01,-1.14E-03,3.58E+00,1.26E+00,2.70E+00,3.21E+00,3.84E+00
-7.30E-01,-4.34E-05,-8.15E-03,-2.87E-04,4.93E-02,-1.70E-01,-6.33E-02,-1.23E-01,-9.60E-04,3.38E+00,9.10E-01,2.49E+00,3.18E+00,3.85E+00
6.44E-01,-5.74E-05,5.17E-03,4.09E-06,-1.72E-02,2.67E-01,-5.56E-01,6.86E-01,-1.93E-04,1.75E+00,6.76E-01,9.95E-01,1.52E+00,2.05E+00
-3.34E+00,-2.27E-04,3.72E-02,1.15E-04,5.26E-03,9.09E-01,-9.71E-02,9.53E-01,-3.82E-05,2.01E+00,4.83E-01,1.34E+00,1.83E+00,2.36E+00
1.69E+00,-2.09E-06,-1.94E-02,-8.95E-05,1.43E-02,-3.56E-01,-6.12E-02,-4.20E-01,-1.74E-03,3.20E+00,1.10E+00,2.36E+00,3.29E+00,4.22E+00
-4.02E+00,-3.10E-04,4.65E-02,-3.30E-04,4.78E-02,-2.03E+00,-1.02E+00,1.23E+00,-2.68E-04,1.33E+00,2.41E-01,4.19E-01,8.09E-01,1.22E+00
1.66E+00,6.59E-05,-1.54E-02,2.00E-04,-2.59E-02,9.08E-01,1.19E+00,-3.39E-01,6.84E-05,5.23E+00,1.49E+00,5.29E+00,6.80E+00,8.35E+00
-2.76E+00,-2.06E-04,3.90E-02,6.42E-05,1.05E-02,8.81E-01,7.12E-01,-4.89E-01,1.68E-03,6.16E+00,2.31E+00,4.81E+00,7.07E+00,9.37E+00
-1.85E-01,2.88E-05,-1.38E-02,-6.55E-06,1.15E-02,1.12E-01,-1.48E-01,5.18E-02,1.80E-03,1.94E+00,6.78E-01,1.36E+00,1.70E+00,2.04E+00
4.10E+00,1.64E-04,-3.44E-02,3.53E-04,-6.02E-02,1.43E+00,5.78E-01,2.25E-01,-3.32E-03,2.11E+00,4.90E-01,2.33E+00,2.90E+00,3.39E+00
1.87E+00,9.65E-05,-7.32E-03,3.47E-04,-3.83E-02,8.11E-01,6.26E-01,-1.52E+00,1.10E-03,1.29E+00,4.50E-01,1.27E+00,1.82E+00,2.38E+00
1.08E+00,1.70E-04,-3.50E-02,2.53E-04,-1.43E-02,-7.19E-01,-5.87E-01,2.91E-01,1.40E-04,9.99E-01,2.66E-01,6.13E-01,8.46E-01,1.10E+00
2.56E+00,2.10E-04,-3.53E-02,1.32E-04,-3.44E-02,5.47E-01,3.64E-02,7.74E-01,-9.25E-04,2.43E+00,7.78E-01,2.13E+00,2.75E+00,3.39E+00
-5.76E+00,-3.40E-04,6.04E-02,-5.83E-04,7.73E-02,1.28E-02,-9.57E-01,9.48E-01,8.04E-04,2.96E+00,9.25E-01,7.68E-01,1.68E+00,2.61E+00
4.02E-02,8.57E-05,-2.47E-02,-5.23E-05,2.16E-02,3.14E-01,8.60E-01,-1.23E-01,6.53E-04,1.17E+00,3.43E-01,1.01E+00,1.29E+00,1.57E+00
-1.75E+00,-1.12E-04,1.56E-02,-1.13E-04,2.46E-02,9.78E-04,-1.98E-01,5.25E-01,-2.16E-03,1.69E+00,8.99E-01,1.08E+00,1.55E+00,2.00E+00
3.18E+00,1.73E-04,-3.70E-02,4.33E-04,-4.34E-02,5.58E-01,9.69E-01,-5.41E-01,-1.84E-03,7.68E+00,3.76E+00,9.14E+00,1.28E+01,1.66E+01
